114.00000000000001, 114.00000000000001
114.00000000000001, 114.00000000000001
60.0, 96.0
132.0, 105.0
126.0, 109.2
126.0, 112.0
108.0, 111.42857142857143
108.0, 111.0
102.00000000000001, 110.0
102.00000000000001, 109.2
102.00000000000001, 108.54545454545455
66.0, 105.0
120.0, 106.15384615384616
96.0, 105.42857142857143
90.0, 104.4
120.0, 105.375
120.0, 106.23529411764706
120.0, 107.0
54.0, 104.21052631578948
54.0, 101.7
60.0, 99.71428571428571
78.0, 98.72727272727273
84.00000000000001, 98.08695652173913
66.0, 96.75
120.0, 97.68
60.0, 96.23076923076923
120.0, 97.11111111111111
120.0, 97.92857142857143
120.0, 98.6896551724138
120.0, 99.4
120.0, 100.06451612903226
126.0, 100.875
126.0, 101.63636363636364
72.00000000000001, 100.76470588235294
72.00000000000001, 99.94285714285714
54.0, 98.66666666666667
54.0, 97.45945945945945
54.0, 96.3157894736842
54.0, 95.23076923076923
114.00000000000001, 95.7
114.00000000000001, 96.14634146341463
144.00000000000003, 97.28571428571429
72.00000000000001, 96.69767441860465
60.0, 95.86363636363636
84.00000000000001, 95.6
132.0, 96.3913043478261
