54.0, 54.0
132.0, 93.0
132.0, 106.0
126.0, 111.0
126.0, 114.0
114.00000000000001, 114.0
108.0, 113.14285714285714
108.0, 112.5
102.00000000000001, 111.33333333333333
102.00000000000001, 110.4
60.0, 105.81818181818181
108.0, 106.0
60.0, 102.46153846153847
120.0, 103.71428571428571
120.0, 104.8
120.0, 105.75
132.0, 107.29411764705883
138.00000000000003, 109.0
144.00000000000003, 110.84210526315789
90.0, 109.8
96.0, 109.14285714285714
54.0, 106.63636363636364
84.00000000000001, 105.65217391304348
66.0, 104.0
120.0, 104.64
120.0, 105.23076923076923
120.0, 105.77777777777777
120.0, 106.28571428571429
72.00000000000001, 105.10344827586206
102.00000000000001, 105.0
132.0, 105.87096774193549
132.0, 106.6875
126.0, 107.27272727272727
168.00000000000003, 109.05882352941177
150.0, 110.22857142857143
54.0, 108.66666666666667
54.0, 107.1891891891892
54.0, 105.78947368421052
54.0, 104.46153846153847
54.0, 103.2
54.0, 102.0
102.00000000000001, 102.0
102.00000000000001, 102.0
102.00000000000001, 102.0
108.0, 102.13333333333334
108.0, 102.26086956521739
